ID,Year,Date ,Database,Location ,"City, Country",Origin,Transit,Destination,Weight (kg) ,Number,Airline ,Mode of Transport,Method of Detection,Obfuscation Method,Species
476,2015,25-Jul-15,Rhino Horn,Suvarnabhumi Airport,"Bangkok, Thailand",Ethiopia,,"Bangkok, Thailand",10.6,4,,Luggage,Tip-off and x-ray,Clay hippopotamus,
477,2015,25-Jul-15,Rhino Horn,Hong Kong Airport,"Hong Kong, China","Pemba, Mozambique","Johannesburg, South Africa","Hong Kong, China",,10,,Air Freight,,,
478,2015,12-Aug-15,Rhino Horn,Noi Bai Airport,"Hanoi, Vietnam",Africa,South Korea,"Hanoi, Vietnam",4.76,1,,Air Freight,,,
479,2015,21-Sep-15,Rhino Horn,Hong Kong Airport,"Hong Kong, China","Johannesburg, South Africa",,"Hong Kong, China",10,,,Luggage,,,
480,2015,18-Oct-15,Rhino Horn,N'djili Airport,"Kinshasa, DR Congo","Kinshasa, DR Congo","Paris, France","Hanoi, Vietnam",5,2,Air Frannce,Unknown,,,
481,2015,10-Nov-15,Rhino Horn,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique",,,,14,,Unknown,,,
482,2015,30-Nov-15,Rhino Horn,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda",,Vietnam,3,,,Air Freight,,Hidden in alleged timber samples,
483,2015,23-Dec-15,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa","Johannesburg, South Africa",,,10,2,,Unknown,,Taxidermy,
484,2016,25-Jan-16,Rhino Horn,Jomo Kenyatta Airport,"Nairobi, Kenya",DR Congo,"Nairobi, Kenya",China,,,,Unknown,,,
485,2016,16-Feb-16,Rhino Horn,Soekarno-Hatta Airport,"Jakarta, Indonesia",Zambia,"Abu Dhabi, UAE","Jakarta, Indonesia",,2,,Unknown,,,
486,2016,11-Mar-16,Rhino Horn,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique",Kenya,,76.6,,,Luggage,,,
487,2016,2-May-16,Rhino Horn,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique","Nairobi, Kenya",,22.4,11,,Luggage,,,
488,2016,16-May-16,Rhino Horn,Hong Kong Airport,"Hong Kong, China",South Africa,,"Hong Kong, China",10,5,,Air Freight,,Wrapped In Plastic And Paper And Covered In Toys,
489,2016,31-Jul-16,Rhino Horn,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",,,"Ho Chi Minh City, Vietnam",,,,Luggage,,Hid in formula milk tubs,
490,2016,18-Aug-16,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa","Johannesburg, South Africa",,"Hong Kong, China",,10,,Luggage,,,
491,2016,23-Sep-16,Rhino Horn,O.R. Tambo Airport,"Johannesburg, South Africa",,,,9.4,3,,Luggage,X-ray,Wrapped In Plastic,
492,2009,24-Mar-09,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand","Entebbe, Uganda",,"Bangkok, Thailand",1000,,,Airfreight,,,
493,2009,1-May-09,Ivory,,Belgium,Guinea,Belgium,China,250,,,,,,
494,2009,1-Jun-09,Ivory,Beijing Capital Airport,"Beijing, China",Zimbabwe,,"Beijing, China",500,,,Unknown,,,
495,2009,11-Jun-09,Ivory,Chengdu Shuangliu Airport,"Chengdu, China",USA,"Hong Kong, China","Chengdu, China",,,,Luggage,Several bags with complex packing caused customs inspection,Woodcarvings And Porcelain,
496,2009,21-Aug-09,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",Uganda; Kenya,Qatar,"Bangkok, Thailand",812,,,Airfreight,Result of Investigation,,
497,2009,27-Sep-09,Ivory,Addis Ababa Bole Airport,"Addis Ababa, Ethiopia","Addis Ababa, Ethiopia","Nairobi, Kenya","Bangkok, Thailand",637,,,Airfreight,,"Labeled as ""Dye polishing bench""",
498,2009,29-Sep-09,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Addis Ababa, Ethiopia","Nairobi, Kenya","Bangkok, Thailand",532,,,Arifreight,,"Air-Freighted Unaccompanied Luggage; Kenya Airways warehouse; Shipment Declared As ""Polishing Bench""",
499,2010,24-Feb-10,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand","Nairobi, Kenya","Dubai, UAE; Bangkok, Thailand",Laos,2075,,,Airfreight,Tip-off,Hidden In Pallets Labeled As Mobile Phone Parts,
500,2010,16-Apr-10,Ivory,Wenzhou Longwan Airport,"Wenzhou, China",,Portugal,"Wenzhou, China",1.3,,,,,,
501,2010,17-Apr-10,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",Kenya,"Doha, Qatar; Bangkok, Thailand",Laos ,1390,,,Airfreight,Tip-off,Hidden In Crates Labeled As Computer Printers,
502,2010,14-Jul-10,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",Kenya,,"Bangkok, Thailand",765,,,Airfreight,Tip-off,Labelled as furniture and plastic folders,
503,2010,23-Aug-10,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Kampala, Uganda","Nairobi, Kenya","Hong Kong, China",3.3,,,Airfreight,,,
504,2010,26-Aug-10,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",,,,5,,,Luggage,,,
505,2010,28-Aug-10,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand","Addis Ababa, Ethiopia",,"Bangkok, Thailand",90,,,Luggage,Result of Investigation,Packed in luggage,
506,2010,11-Dec-10,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",Malawi,"Nairobi, Kenya","Bangkok, Thailand",92,,Kenya Airways,Airfreight,Dogs,,
507,2010,25-Dec-10,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Maputo, Mozambique","Nairobi, Kenya","Bangkok, Thailand",19.5,,Kenya Airways,Luggage,Dogs,Hidden in luggage,
508,2011,17-Jan-11,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Kinshasa, DR Congo","Nairobi, Kenya","Guangzhou, China",65,,,Unknown,,,
509,2011,9-Jan-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,3.5,,,Unknown,,Concealed Among Other Curios,
510,2011,22-Jan-11,Ivory,Maya-Maya Airport,"Brazzaville, ROC","Brazzaville, ROC",,"Beijing, China",10,,,Unknown,,,
511,2011,1-Feb-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,1.5,,,Unknown,,,
512,2011,17-Mar-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,0.22,,,Luggage,,,
513,2011,11-Apr-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,China,0.2,,,Unknown,,,
514,2011,14-Apr-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,2.8,,,Unknown,,,
515,2011,15-Apr-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,0.6,,,Unknown,,,
516,2011,28-Apr-11,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",DR Congo,"Nairobi, Kenya",China,96.5,,,Luggage,,,
517,2011,2-May-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,,,,Luggage,,,
518,2011,5-May-11,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",Tanzania; Mozambique,"Nairobi, Kenya","Lagos, Nigeria",1304,,,Airfeight,,Concealed in metal boxes and smeared in pepper,
519,2011,21-May-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,,,,Luggage,,As Personal Effects,
520,2011,1-Jun-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,1,,,Unknown,,,
521,2011,18-Jun-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,,,,Unknown,,,
522,2011,12-Aug-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,1,,,Unknown,,,
523,2011,29-Aug-11,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria",,,,234.4,,,Unknown,,,
524,2011,18-Sep-11,Ivory,Dubai Airport,"Dubai, UAE",,"Dubai, UAE",,,,,Unknown,,,
525,2011,4-Oct-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,0.35,,,Unknown,,,
526,2011,15-Nov-11,Ivory,Hong Kong Airport,"Hong Kong, China","Cape Town, South Africa",,,,,,Airfeight,X-ray,Plastic and Aluminum Foil,
527,2011,26-Nov-11,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",,"Hong Kong, China",600,,,Airfreight,Routine Search,"Soapstone Products, Tiles, Wooden Carvings",
528,2011,19-Dec-11,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,0.2,,,Unknown,,,
529,2012,6-Jan-12,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,,,,Unknown,,,
530,2012,9-Jan-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Lubumbashi, DR Congo",China,2.5,,,Luggage,,,
531,2012,12-Jan-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",,"Juba, Sudan",,2.1,,,Unknown,,,
532,2012,14-Jan-12,Ivory,Cardiff Airport,"Cardiff, United Kingdom",Zambia,"Amsterdam, Netherlands","Cardiff, United Kingdom",15,,,Luggage,,,
533,2012,1-Feb-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,Unknown,,,
534,2012,29-Feb-12,Ivory,Cape Town Airport,"Cape Town, South Africa","Johannesburg, South Africa",,"Cape Town, South Africa",54,,,Airfreight,Routine Search,,
535,2012,4-Mar-12,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria","Lagos, Nigeria",Qatar,China,2,,Qatar Airways,Passanger item,,Concealed in Teddy Bear,
536,2012,1-Apr-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,6,,,Unknown,,,
537,2012,25-Apr-12,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",Nigeria,,"Bangkok, Thailand",58.54,,,Airfreight,,Falsely declared as gemstones,
538,2012,20-May-12,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,"Lilongwe, Malawi",China,,,,Luggage,,As Personal Effects,
539,2012,1-Jun-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,473,,,Unknown,,,
540,2012,1-Jun-12,Ivory,Entebbe Airport,"Entebbe, Uganda",DR Congo,"Entebbe, Uganda",,180,,,Airfreight,,Marked as household goods,
541,2012,6-Jun-12,Ivory,Maputo Airport,"Maputo, Mozambique","Nairobi, Kenya","Maputo, Mozambique",,25,,Kenyan Airlines,Luggage,,,
542,2012,22-Jun-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",,"Lagos, Nigeria",601,,,Airfreight,,6 wooden boxes -- sprayed with pepper and covered with aluminum foil --- declared as motor vehicle spare parts,
543,2012,5-Jul-12,Ivory,Cairo Airport,"Cairo, Egypt","Cairo, Egypt",France,,24,,France Airways,,,,
544,2012,8-Jul-12,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda",,Malaysia,426,,,Airfrieght,,,
545,2012,10-Jul-12,Ivory,Cape Town Airport,"Cape Town, South Africa","Cape Town, South Africa",,"Hong Kong, China",762,,,,Routine Search,Boxes Of Wine,
546,2012,11-Jul-12,Ivory,Cape Town Airport,"Cape Town, South Africa","Johannesburg, South Africa","Cape Town, South Africa","Hong Kong, China",230,,,Airfrieght,,,
547,2012,13-Jul-12,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",,"Nairobi, Kenya","Bangkok, Thailand",456,,,airfrieght,,,
548,2012,14-Jul-12,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,"Lilongwe, Malawi",China,,,,,,In A Plastic Bag,
549,2012,18-Jul-12,Ivory,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",Thailand,,"Ho Chi Minh City, Vietnam",137,,,Luggage,,,
550,2012,1-Aug-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,15,,,,,,
551,2012,1-Aug-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,5,,,,,,
552,2012,1-Sep-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,30,,,,,,
553,2012,1-Sep-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,465,,,,,,
554,2012,14-Sep-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Doha, Qatar","Kuala Lumpur, Malaysia",255,,,Airfrieght,,,
555,2012,17-Sep-12,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,"Lilongwe, Malawi",China,,,,,,As Personal Effects In Baggage,
556,2012,19-Sep-12,Ivory,Noi Bai Airport,"Hanoi, Vietnam",Angola,,"Hanoi, Vietnam",19,,,,,,
557,2012,22-Sep-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Luanda, Angola","Nairobi, Kenya","Bangkok, Thailand",27,,,Luggage,,,
558,2012,24-Sep-12,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",South Africa,"Hong Kong, China",10.4,,,,,,
559,2012,22-Oct-12,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,6,,,,,,
560,2012,23-Oct-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","DR Congo; Bangkok, Thailand",China,1.6,,,,,,
561,2012,26-Oct-12,Ivory,Beijing Capital Airport,"Beijing, China",,,"Beijing, China",3,,,,,,
562,2012,1-Nov-12,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,62,,,,,,
563,2012,1-Nov-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",Cameroon,"Hong Kong, China",2.4,,,Luggage,,,
564,2012,12-Nov-12,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda",,"Lome, Togo",62,,,,,,
565,2012,20-Nov-12,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Luanda, Angola","Nairobi, Kenya",Thailand,37.2,,,,,,
566,2012,24-Nov-12,Ivory,Cairo Airport,"Cairo, Egypt",South Sudan,,,20,,,,,,
567,2012,28-Nov-12,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria",,,,2.5,,,,,,
568,2012,1-Dec-12,Ivory,Cairo Airport,"Cairo, Egypt",Sudan,,,10,,,,,,
569,2012,3-Dec-12,Ivory,Da Nang Airport,"Da Nang, Vietnam",Singapore,,"Da Nang, Vietnam",61.6,,,,,,
570,2012,15-Dec-12,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",Ethiopia,"Bangkok, Thailand","Phnom Penh, Cambodia",55,,,,,,
571,2012,21-Dec-12,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,1,,,,,,
572,2013,1-Jan-13,Ivory,Shanghai Pudong Airport,"Shanghai, China","Paris, France",,"Shanghai, China",41.99,,,,,13,
573,2013,7-Jan-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,1.34,,,,,,
574,2013,9-Jan-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi","Addis Ababa, Ethiopia",China,2,,,,,,
575,2013,17-Jan-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Bujumbura, Burundi","Nairobi, Kenya",Thailand,1.5,,,,,,
576,2013,21-Jan-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,"Lilongwe, Malawi",Pakistan,,,,,,,
577,2013,22-Jan-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Luanda, Angola; Bangkok, Thailand",Vietnam,3,,,,,,
578,2013,26-Jan-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,0.3,,,,,,
579,2013,27-Jan-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Lubumbashi, DR Congo","Guangzhou, China",9.6,,,,,,
580,2013,30-Jan-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Yaounde, Cameroon","Guangzhou, China",13.33,,,,,,
581,2013,11-Feb-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,2,,,,,,
582,2013,17-Feb-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",,"Guangzhou, China",58,,,Luggage,,,
583,2013,18-Feb-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Maputo, Mozambique","Guangzhou, China",1.5,,,,,,
584,2013,20-Feb-13,Ivory,Kuala Lumpur Airport,"Kuala Lumpur, Malaysia","Entebbe, Uganda",,"Kuala Lumpur, Malaysia",422,,,,,,
585,2013,27-Feb-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,1.5,,,,,,
586,2013,28-Feb-13,Ivory,Cairo Airport,"Cairo, Egypt",South Sudan,"Cairo, Egypt",,42,,Egypt Airlines,,,,
587,2013,1-Mar-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
588,2013,2-Mar-13,Ivory,Shanghai Pudong Airport,"Shanghai, China",South Africa,"Dubai, UAE","Shanghai, China",6.5,,,,,,
589,2013,10-Mar-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",Benin,"Guangzhou, China",1,,,,,,
590,2013,19-Mar-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Kinshasa, DR Congo ","Nairobi, Kenya","Hong Kong, China",731.66,,,,,,
591,2013,1-Apr-13,Ivory,Dalian Zhoushuizi Airport,"Dalian, China","Nagoya, Japan",,"Dalian, China",611.66,,"Flight CZ620 from Nagoya, Japan to Dalian, China, Intercepted largest wildlife seizure for Dalian to date - assorted wildlife products including finished ivory products, narwhal tusks, polar bear skins, red coral, and more, Internal flight from Nagoya to Dalian, Ivory packed in 11 suitcases, Suspect Zhao confessed that some of the ivory pieces were purchased in Japanese markets and some were given by his friend as gifts",,,,
592,2013,2-Apr-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,,,,,,,
593,2013,4-Apr-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",Mozambique; South Africa; DR Congo,"Nairobi, Kenya","Hong Kong, China",1.4,,,,,,
594,2013,7-Apr-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",,"Bangkok, Thailand",34,,,,,Disguised as soapstone,
595,2013,17-Apr-13,Ivory,Fuzhou Changle Airport,"Fuzhou, China",,,"Fuzhou, China",2.58,,,,,,
596,2013,8-May-13,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria",,,,1.01,,,,,,
597,2013,13-May-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,"Lilongwe, Malawi",China,1.1,,,Luggage,,,
598,2013,17-May-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,"Lilongwe, Malawi",China,1.36,,,,Covered in Blanket,,
599,2013,29-May-13,Ivory,Cairo Airport,"Cairo, Egypt",Nigeria,"Cairo, Egypt",,17,,,,,,
600,2013,29-May-13,Ivory,Kenneth Kaunda Airport,"Lusaka, Zambia","Lusaka, Zambia",,China,27,,,,"Intercepted at airport, follow up arrests yielded two AK-47s with 32 rounds, six tusks, three elephant tails, 915kg bush meat and 2 bikes",,
601,2013,29-May-13,Ivory,Cairo Airport,"Cairo, Egypt",Nigeria,"Cairo, Egypt",,11,,Egypt Airlines,,,,
602,2013,10-Jun-13,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria","Lagos, Nigeria",,,4.55,,,,,,
603,2013,10-Jun-13,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria","Lagos, Nigeria",,,3.85,,,,,,
604,2013,20-Jun-13,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria","Lagos, Nigeria",,,,,,,,,
605,2013,26-Jun-13,Ivory,Cairo Airport,"Cairo, Egypt",Uganda,"Cairo, Egypt",,22,,Egypt Airlines,,,,
606,2013,28-Jun-13,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria","Lagos, Nigeria",,,96,,,,,,
607,2013,28-Jun-13,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria","Lagos, Nigeria",,,120,,,,,,
608,2013,28-Jun-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,,,,,,,
609,2013,30-Jun-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",,"Juba, South Sudan",0.2,,,,,,
610,2013,30-Jun-13,Ivory,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",Africa,France,"Ho Chi Minh City, Vietnam",21,,,,,,
611,2013,1-Jul-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
612,2013,29-Jun-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Amsterdam, Netherlands",USA,0.9,,,,,,
613,2013,22-Jul-13,Ivory,Jinan Yaoqiang Airport,"Jinan, China",Kenya,,"Jinan, China",0.98,,,,,,
614,2013,1-Aug-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
615,2013,1-Aug-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
616,2013,3-Aug-13,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria",,,,53.55,,,,,,
617,2013,12-Aug-13,Ivory,Hangzhou Xiaoshan Airport,"Hangzhou, China",,Ethiopia,"Hangzhou, China",,,,,,,
618,2013,14-Aug-13,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya",,"Hong Kong, China",6.9,,,,,,
619,2013,16-Aug-13,Ivory,Julius Nyerere Airport,"Dar es Salaam, Tanzania","Dar es Salaam, Tanzania",,,19,,,,,,
620,2013,29-Aug-13,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",Angola,"Bangkok, Thailand","Siem Reap, Cambodia",105,,,,,,
621,2013,1-Sep-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
622,2013,1-Sep-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
623,2013,29-Aug-13,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",Angola,"Bangkok, Thailand","Siem Reap, Cambodia",105,,,,,,
624,2013,1-Sep-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
625,2013,1-Sep-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,,,,
626,2013,6-Sep-13,Ivory,Dubai Airport,"Dubai, UAE","Harare, Zimbabwe","Dubai, UAE","Kuala Lumpur, Malaysia",447,,,Airfreight,Custom Clearance,,
627,2013,7-Sep-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,China,118,,,Luggage,,Concealed in Duvets placed in luggage,
628,2013,1-Oct-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,5,,,Unknown,,,
629,2013,1-Oct-13,Ivory,Changsha Huanghua Airport,"Changsha, China",South Africa,,"Changsha, China",5.83,,,Unknown,,,
630,2013,1-Oct-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,Unknown,,,
631,2013,1-Oct-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,5,,,Unknown,,,
632,2013,1-Oct-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,116,,,Unknown,,,
633,2013,21-Oct-13,Ivory,Harare Airport,"Harare, Zimbabwe","Harare, Zimbabwe",,China,113.9,,,Luggage,Inspected at Screening Point,,
634,2013,23-Oct-13,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda",,China; Malaysia,116,,,Airfreight,,"Labeled Incorrect (as ""beauty accessories"")",
635,2013,1-Nov-13,Ivory,Harare Airport,"Harare, Zimbabwe",,,,1.5,,,Unknown,,,
636,2013,8-Nov-13,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,,,,Unknown,,,
637,2013,20-Nov-13,Ivory,Fuzhou Changle Airport,"Fuzhou, China",Botswana,"Hong Kong, China","Fuzhou, China",4.7,,,Unknown,,,
638,2013,27-Nov-13,Ivory,Shenyang Taoxian Airport,"Shenyang, China",Kenya,"Seoul, South Korea","Shenyang, China",8.77,,,Unknown,,,
639,2013,1-Dec-13,Ivory,Entebbe Airport,"Entebbe, Uganda",,,,,,,Unknown,,,
640,2013,1-Dec-13,Ivory,Beijing Capital Airport,"Beijing, China",Ivory Coast,UAE,"Beijing, China",14.54,,,Luggage,Custom Clearance,Placed in Luggage,
641,2013,16-Dec-13,Ivory,Chingozi Airport,"Tete, Mozambique","Tete, Mozambique","Johannesburg, South Africa","Bangkok, Thailand",,,,Unknown,,,
642,2013,17-Dec-13,Ivory,Addis Ababa Bole Airport,"Addis Ababa, Ethiopia",Angola,"Addis Ababa, Ethopia",China,,,,Unknown,,,
643,2013,20-Dec-13,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda","Lagos, Nigeria",Malaysia,1424,,,Airfreight,,Container,
644,2014,1-Jan-14,Ivory,Addis Ababa Bole Airport,"Addis Ababa, Ethiopia","Miami, USA","Addis Ababa, Ethiopia; Zambia","Beijing, China",,,,Unknown,,,
645,2014,4-Jan-14,Ivory,Addis Ababa Bole Airport,"Addis Ababa, Ethiopia",,,,,,,Unknown,,,
646,2014,5-Jan-14,Ivory,Addis Ababa Bole Airport,"Addis Ababa, Ethiopia",,,,,,,Unknown,,,
647,2014,7-Jan-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",Ethiopia,China,120,,,Unknown,,,
648,2014,8-Jan-14,Ivory,Maputo Airport,"Maputo, Mozambique",,,,,,,Unknown,,,
649,2014,9-Jan-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,Singapore,20,,,Luggage,,Ivory Hidden In 4 Suitcases,
650,2014,9-Jan-14,Ivory,Addis Ababa Bole Airport,"Addis Ababa, Ethiopia",,,,,,,Unknown,,,
651,2014,13-Jan-14,Ivory,Hangzhou Xiaoshan Airport,"Hangzhou, China",,,,,,,Passenger Belonging,,Bracelet,
652,2014,14-Jan-14,Ivory,Changi Airport,Singapore,Angola,"Dubai, UAE; Singapore",Laos,45,,,Unknown,,,
653,2014,19-Jan-14,Ivory,Addis Ababa Bole Airport,"Addis Ababa, Ethiopia",,,,,,,Unknown,,,
654,2014,28-Jan-14,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Lubumbashi, DR Congo","Nairobi, Kenya","Guangzhou, China",3.4,,KQ 584 from Lubumbashi and was scheduled to depart on KQ882 ,Lugage,,Placed in Luggage,
655,2014,28-Jan-14,Ivory,Shanghai Pudong Airport,"Shanghai, China",,,"Shanghai, China",374,,,Luggage,Custom Clearance,Placed in Luggage,
656,2014,16-Feb-14,Ivory,Siem Reap Airport,"Siem Reap, Cambodia",Angola,"South Korea; Siem Reap, Cambodia","Hanoi, Vietnam",79,,,Luggage,Custom Clearance,Placed in Luggage,
657,2014,21-Mar-14,Ivory,Jinan Yaoqiang Airport,"Jinan, China",Indonesia,"Hong Kong, China","Jinan, China",,,,Luggage,,,
658,2014,23-Mar-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",Ethiopia,Nigeria,30,,,Passenger Clothing and Luggage,,Placed in Luggage,
659,2014,4-Apr-14,Ivory,M'Vengue El Hadj Omar Bongo Ondimba Airport,"Franceville, Gabon",,,,50.8,,,Luggage,,Placed in Luggage,
660,2014,7-Apr-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",,China,80,,,Luggage,,,
661,2014,15-Apr-14,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand",,"Bangkok, Thailand","Hanoi, Vietnam",22,,,Luggage,,Placed in Luggage,
